timestamp_ms,type,seq,v1,v2,v3,v4,v5,v6
19572,IMU,610,-72,2236,-7772,-37,135,44
19591,IMU,611,-96,2176,-7848,-44,99,40
19610,IMU,612,-72,2116,-7876,-16,133,42
19629,IMU,613,36,2180,-7808,-9,124,29
19648,IMU,614,56,2276,-7864,-11,136,21
19668,IMU,615,-48,2080,-7836,-21,118,40
19687,IMU,616,-76,2112,-7764,-25,136,43
19706,IMU,617,0,2256,-7880,-10,129,40
19725,IMU,618,-32,2192,-7872,-19,126,34
19744,IMU,619,-108,2272,-7884,-21,124,44
19765,IMU,620,-56,2276,-7864,-33,116,26
19783,IMU,621,-84,2236,-7832,-31,136,20
19802,IMU,622,-72,2152,-7848,1,122,36
19821,IMU,623,-88,2064,-7768,-23,117,35
15850,PPG,100,3469,2788,0,0,0,0
15926,PPG,101,3464,2790,0,0,0,0
16006,PPG,102,3482,2790,0,0,0,0
16086,PPG,103,3474,2783,0,0,0,0
16166,PPG,104,3473,2781,0,0,0,0
16249,PPG,105,3472,2788,0,0,0,0
16328,PPG,106,3474,2787,0,0,0,0
16405,PPG,107,3488,2786,0,0,0,0
16485,PPG,108,3464,2781,0,0,0,0
16565,PPG,109,3474,2779,0,0,0,0
16645,PPG,110,3476,2786,0,0,0,0
16725,PPG,111,3485,2789,0,0,0,0
16808,PPG,112,3474,2787,0,0,0,0
16885,PPG,113,3466,2788,0,0,0,0
16964,PPG,114,3480,2789,0,0,0,0
17044,PPG,115,3468,2785,0,0,0,0
17124,PPG,116,3470,2786,0,0,0,0
17204,PPG,117,3477,2783,0,0,0,0
17288,PPG,118,3472,2784,0,0,0,0
17373,PPG,119,3469,2788,0,0,0,0
17444,PPG,120,3475,2794,0,0,0,0
17524,PPG,121,3471,2783,0,0,0,0
17604,PPG,122,3470,2785,0,0,0,0
17684,PPG,123,3478,2781,0,0,0,0
17767,PPG,124,3471,2791,0,0,0,0
17845,PPG,125,3476,2785,0,0,0,0
17923,PPG,126,3463,2783,0,0,0,0
18003,PPG,127,3470,2786,0,0,0,0
18083,PPG,128,3474,2788,0,0,0,0
18163,PPG,129,3474,2787,0,0,0,0
18250,PPG,130,3473,2780,0,0,0,0
18325,PPG,131,3466,2780,0,0,0,0
18403,PPG,132,3476,2783,0,0,0,0
18483,PPG,133,3471,2782,0,0,0,0
18563,PPG,134,3467,2786,0,0,0,0
18642,PPG,135,3478,2788,0,0,0,0
18722,PPG,136,3466,2780,0,0,0,0
18806,PPG,137,3466,2792,0,0,0,0
18882,PPG,138,3471,2797,0,0,0,0
18962,PPG,139,3475,2781,0,0,0,0
19042,PPG,140,3477,2793,0,0,0,0
19123,PPG,141,3476,2788,0,0,0,0
19202,PPG,142,3470,2791,0,0,0,0
19285,PPG,143,3474,2786,0,0,0,0
19362,PPG,144,3469,2787,0,0,0,0
19441,PPG,145,3470,2787,0,0,0,0
19521,PPG,146,3467,2788,0,0,0,0
19601,PPG,147,3467,2785,0,0,0,0
19681,PPG,148,3476,2787,0,0,0,0
19765,PPG,149,3473,2787,0,0,0,0
19844,PPG,150,3477,2783,0,0,0,0
19921,PPG,151,3477,2779,0,0,0,0
20001,PPG,152,3468,2792,0,0,0,0
20080,PPG,153,3468,2778,0,0,0,0
20160,PPG,154,3475,2780,0,0,0,0
20244,PPG,155,3470,2782,0,0,0,0
20323,PPG,156,3464,2778,0,0,0,0
20400,PPG,157,3478,2780,0,0,0,0
20480,PPG,158,3470,2788,0,0,0,0
20560,PPG,159,3466,2784,0,0,0,0
20640,PPG,160,3468,2775,0,0,0,0
20720,PPG,161,3464,2777,0,0,0,0
20803,PPG,162,3457,2771,0,0,0,0
20880,PPG,163,3470,2778,0,0,0,0
20959,PPG,164,3465,2778,0,0,0,0
21039,PPG,165,3466,2787,0,0,0,0
21119,PPG,166,3470,2793,0,0,0,0
21199,PPG,167,3474,2791,0,0,0,0
21282,PPG,168,3471,2786,0,0,0,0
21360,PPG,169,3470,2796,0,0,0,0
21439,PPG,170,3465,2800,0,0,0,0
21533,PPG,171,3478,2789,0,0,0,0
21598,PPG,172,3471,2792,0,0,0,0
21678,PPG,173,3465,2785,0,0,0,0
21762,PPG,174,3477,2793,0,0,0,0
21840,PPG,175,3476,2784,0,0,0,0
21918,PPG,176,3488,2781,0,0,0,0
21998,PPG,177,3475,2788,0,0,0,0
22081,PPG,178,3478,2802,0,0,0,0
22158,PPG,179,3477,2790,0,0,0,0
22238,PPG,180,3474,2803,0,0,0,0
22320,PPG,181,3468,2796,0,0,0,0
22401,PPG,182,3470,2796,0,0,0,0
22477,PPG,183,3477,2792,0,0,0,0
22557,PPG,184,3473,2802,0,0,0,0
22637,PPG,185,3475,2792,0,0,0,0
22717,PPG,186,3485,2779,0,0,0,0
22801,PPG,187,3472,2797,0,0,0,0
22877,PPG,188,3481,2788,0,0,0,0
22957,PPG,189,3490,2792,0,0,0,0
23037,PPG,190,3481,2787,0,0,0,0
23117,PPG,191,3473,2788,0,0,0,0
23197,PPG,192,3482,2794,0,0,0,0
23280,PPG,193,3476,2786,0,0,0,0
23358,PPG,194,3475,2798,0,0,0,0
23436,PPG,195,3478,2791,0,0,0,0
23516,PPG,196,3472,2788,0,0,0,0
23596,PPG,197,3475,2784,0,0,0,0
23676,PPG,198,3472,2793,0,0,0,0
23759,PPG,199,3477,2782,0,0,0,0
19841,IMU,624,56,2184,-7824,-14,114,43
19860,IMU,625,-56,2136,-7792,-31,105,37
19879,IMU,626,-28,2160,-7792,-40,131,41
19899,IMU,627,-128,2180,-7864,-3,109,47
19917,IMU,628,-124,2156,-7856,-18,136,59
19937,IMU,629,4,2192,-7876,-26,122,30
19956,IMU,630,-144,2204,-7868,-29,111,26
19975,IMU,631,-44,2240,-7856,-22,125,43
19996,IMU,632,-168,2172,-7768,-31,123,31
20013,IMU,633,-68,2176,-7804,-20,131,24
20032,IMU,634,-52,2132,-7836,-16,124,42
20052,IMU,635,-60,2096,-7748,-28,120,53
20071,IMU,636,-60,2156,-7804,-28,127,28
20090,IMU,637,-100,2152,-7812,-44,120,42
20109,IMU,638,24,2204,-7784,-14,125,45
20128,IMU,639,-28,2164,-7748,-26,111,43
20148,IMU,640,-16,2200,-7928,-12,122,35
20167,IMU,641,-112,2224,-7876,-23,116,45
20186,IMU,642,-96,2080,-7824,-14,114,19
20207,IMU,643,-116,2232,-7856,-35,117,37
20224,IMU,644,-44,2176,-7724,-11,117,41
20244,IMU,645,-124,2172,-7720,-25,98,28
20263,IMU,646,28,2180,-7852,-17,124,39
20282,IMU,647,-116,2212,-7796,-21,125,37
20301,IMU,648,24,2196,-7944,-29,121,29
20321,IMU,649,-80,2140,-7808,-23,120,38
20340,IMU,650,16,2196,-7844,-23,124,28
20359,IMU,651,-32,2132,-7812,-5,117,37
20378,IMU,652,-48,2172,-7780,-25,114,29
20397,IMU,653,-92,2260,-7816,-33,149,46
20417,IMU,654,12,2172,-7752,-17,122,40
20436,IMU,655,48,2184,-7876,-21,126,46
20455,IMU,656,-164,2196,-7780,-15,110,30
20474,IMU,657,-44,2160,-7884,-14,125,44
20493,IMU,658,-104,2112,-7812,-22,131,33
20513,IMU,659,-24,2140,-7908,-18,132,23
20532,IMU,660,48,2192,-7844,-34,109,48
20551,IMU,661,-68,2236,-7684,-24,135,50
20570,IMU,662,-128,2168,-7828,-26,125,27
20590,IMU,663,-56,2224,-7832,-20,117,28
20609,IMU,664,-24,2200,-7848,-23,125,33
20628,IMU,665,56,2148,-8040,13,100,38
20650,IMU,666,60,2192,-7768,-46,137,37
20666,IMU,667,-20,2184,-7808,-27,119,31
20686,IMU,668,-24,2152,-7820,-22,120,28
20705,IMU,669,-28,2176,-7864,-21,131,22
20724,IMU,670,-48,2132,-7776,-19,125,37
20743,IMU,671,64,2160,-7796,-37,123,23
20762,IMU,672,-36,2140,-7872,-25,121,43
20782,IMU,673,-36,2120,-7764,-32,117,33
20801,IMU,674,-8,2212,-7812,-25,123,42
20820,IMU,675,-92,2092,-7812,-26,130,45
20839,IMU,676,-104,2128,-7724,-7,119,41
20859,IMU,677,0,2188,-7888,-21,132,33
20878,IMU,678,-88,2152,-7812,-23,124,23
20897,IMU,679,-60,2152,-7788,-31,113,40
20916,IMU,680,-48,2104,-7852,-5,118,32
20935,IMU,681,-92,2224,-7912,-29,132,30
20955,IMU,682,-24,2120,-7804,-34,118,45
20976,IMU,683,12,2056,-7840,-14,111,19
20993,IMU,684,-96,2188,-7808,-25,126,53
21013,IMU,685,-76,2064,-7788,-16,134,32
21031,IMU,686,-68,2232,-7868,-33,126,30
21051,IMU,687,-52,2232,-7776,-28,123,33
21070,IMU,688,-44,2140,-7760,-31,143,29
21090,IMU,689,-8,2096,-7872,-28,128,32
21108,IMU,690,-88,2168,-7800,-8,124,46
21127,IMU,691,-72,2132,-7764,-42,130,32
21146,IMU,692,-16,2160,-7804,-43,136,28
21166,IMU,693,32,2104,-7744,-14,110,52
21185,IMU,694,-16,2068,-7896,0,122,33
21204,IMU,695,4,2256,-7820,-33,126,50
21223,IMU,696,-56,2088,-7864,-25,129,34
21242,IMU,697,-88,2224,-7740,-24,126,41
21262,IMU,698,-92,2176,-7844,-18,134,49
21282,IMU,699,-60,2236,-7796,-13,118,34
21304,IMU,700,-64,2144,-7856,-17,111,36
21323,IMU,701,-88,2132,-7820,-7,130,28
21338,IMU,702,-64,2144,-7860,-12,116,42
21358,IMU,703,-156,2280,-7788,-20,110,44
21377,IMU,704,-36,2060,-7812,-25,153,36
21396,IMU,705,-88,2228,-7744,-20,122,38
21415,IMU,706,-80,2288,-7800,-16,131,47
21435,IMU,707,-48,2168,-7788,-25,111,39
21454,IMU,708,-64,2084,-7740,-22,143,41
21473,IMU,709,-8,2108,-7792,-29,135,15
21492,IMU,710,-16,2172,-7776,-11,126,41
21511,IMU,711,36,2108,-7860,-19,126,30
21533,IMU,712,-140,2140,-7828,-29,108,42
21550,IMU,713,-84,2148,-7880,-35,124,31
21569,IMU,714,-104,2172,-7856,-28,145,42
21588,IMU,715,100,2192,-7844,-22,131,36
21607,IMU,716,-32,2136,-7852,-16,130,14
21627,IMU,717,12,2044,-7840,-10,118,17
21646,IMU,718,-88,2120,-7920,-22,122,37
21665,IMU,719,-84,2208,-7756,-17,127,45
21684,IMU,720,16,2068,-7796,-31,133,57
21704,IMU,721,-76,2168,-7892,-30,115,34
21723,IMU,722,-76,2112,-7828,-38,131,53
21743,IMU,723,-12,2064,-7824,-9,131,45
21762,IMU,724,-96,2144,-7888,-14,119,32
21780,IMU,725,40,2108,-7840,-22,132,48
21800,IMU,726,-56,2168,-7832,-18,127,43
21819,IMU,727,-80,2152,-7784,-5,120,28
21838,IMU,728,-44,2164,-7864,-32,121,18
21857,IMU,729,24,2028,-7792,-31,124,52
21876,IMU,730,-24,2072,-7744,-20,132,42
21896,IMU,731,-76,2120,-7780,-19,112,26
21915,IMU,732,-48,2188,-7820,-24,129,25
21934,IMU,733,-100,2168,-7768,-17,127,26
21955,IMU,734,-96,2164,-7848,-14,108,33
21973,IMU,735,24,2168,-7880,-31,118,51
21992,IMU,736,-56,2168,-7960,-25,117,56
22011,IMU,737,-44,2188,-7832,-13,116,38
22030,IMU,738,-52,2080,-7796,-34,133,34
22049,IMU,739,8,2116,-7804,-13,113,40
22069,IMU,740,-68,2148,-7804,-12,122,33
22088,IMU,741,-100,2152,-7796,-17,123,36
22107,IMU,742,-104,2156,-7796,-12,125,45
22127,IMU,743,-60,2144,-7884,-21,133,26
22145,IMU,744,-40,2192,-7792,-34,139,32
22164,IMU,745,-120,2176,-7824,-22,132,44
22184,IMU,746,-76,2044,-7800,-39,120,45
22203,IMU,747,-76,2128,-7896,-25,124,28
22222,IMU,748,-132,2096,-7808,-25,112,39
22241,IMU,749,-20,2160,-7788,-37,133,52
22260,IMU,750,-16,2220,-7900,-34,122,34
22280,IMU,751,-12,2176,-7852,-9,119,48
22299,IMU,752,68,2112,-7840,-22,134,26
22318,IMU,753,-112,2112,-7880,-35,135,32
22337,IMU,754,-44,2108,-7840,-28,121,45
22357,IMU,755,-60,2180,-7836,-9,114,53
22376,IMU,756,-12,2184,-7860,-10,122,56
22398,IMU,757,-4,2172,-7848,-40,121,22
22414,IMU,758,-44,2080,-7768,-19,139,29
22433,IMU,759,0,2192,-7856,-23,135,37
22453,IMU,760,20,2200,-7852,-27,129,40
22472,IMU,761,8,2212,-7868,-47,131,42
22491,IMU,762,-108,2172,-7820,-31,124,31
22510,IMU,763,-36,2120,-7816,-30,133,45
22529,IMU,764,0,2196,-7756,-32,130,36
22549,IMU,765,-20,2128,-7792,-31,134,48
22568,IMU,766,-68,2172,-7824,-26,124,38
22587,IMU,767,-88,2116,-7864,-17,124,36
22606,IMU,768,-12,2208,-7804,-27,123,25
22626,IMU,769,-120,2104,-7784,-14,126,46
22645,IMU,770,-68,2152,-7812,-38,132,39
22664,IMU,771,-88,2160,-7852,-24,108,41
22683,IMU,772,8,2088,-7824,-23,105,24
22702,IMU,773,-32,2168,-7816,-40,127,38
22722,IMU,774,-44,2152,-7816,-14,137,42
22741,IMU,775,96,2112,-7780,-32,111,36
22760,IMU,776,72,2200,-7832,-19,110,34
22779,IMU,777,-76,2184,-7816,-18,123,37
22798,IMU,778,28,2144,-7924,-29,119,32
22818,IMU,779,-40,2228,-7812,-26,114,31
22838,IMU,780,-72,2124,-7832,-12,130,33
22856,IMU,781,-28,2144,-7884,-17,131,46
22875,IMU,782,-24,2016,-7828,-27,111,35
22894,IMU,783,-84,2244,-7816,-17,119,51
22914,IMU,784,-28,2080,-7836,-29,131,37
22933,IMU,785,-88,2112,-7872,-38,125,53
22952,IMU,786,-8,2200,-7776,-34,132,28
22971,IMU,787,-36,2128,-7864,-10,120,41
22991,IMU,788,-20,2100,-7728,-31,110,42
23010,IMU,789,16,2124,-7820,-3,122,35
23029,IMU,790,-16,2140,-7796,-23,121,49
23052,IMU,791,-68,2124,-7756,-43,109,45
23067,IMU,792,28,2196,-7824,-32,113,34
23087,IMU,793,-52,2156,-7808,-18,134,48
23106,IMU,794,-88,2120,-7680,-23,116,39
23125,IMU,795,32,2140,-7808,-33,130,38
23144,IMU,796,-116,2336,-7828,-17,123,28
23163,IMU,797,-48,2184,-7788,-32,121,38
23183,IMU,798,-88,2160,-7832,-5,121,48
23202,IMU,799,-68,2160,-7824,-24,118,35
23221,IMU,800,-60,2184,-7864,-11,123,63
23241,IMU,801,-220,2176,-7920,-4,139,39
23260,IMU,802,-72,2192,-7728,-36,114,31
23280,IMU,803,-40,2100,-7724,-26,115,42
23298,IMU,804,-84,2108,-7860,-26,129,18
23317,IMU,805,-116,2272,-7796,-28,128,34
23336,IMU,806,32,2188,-7884,-2,131,42
23355,IMU,807,-48,2128,-7796,-34,139,33
23375,IMU,808,-12,2172,-7736,-18,129,20
23394,IMU,809,-84,2156,-7848,-19,130,33
23413,IMU,810,92,2168,-7852,-38,126,41
23432,IMU,811,0,2212,-7820,-21,116,45
23451,IMU,812,-8,2132,-7912,-30,140,41
23471,IMU,813,-100,2156,-7864,0,131,38
23492,IMU,814,84,2144,-7784,-24,113,35
23509,IMU,815,-124,2156,-7784,-26,120,40
23528,IMU,816,28,2228,-7804,-23,121,33
23547,IMU,817,-56,2104,-7736,-32,108,57
23567,IMU,818,-16,2108,-7792,-21,131,41
23586,IMU,819,-28,2132,-7856,-22,118,44
23605,IMU,820,8,2204,-7772,-9,131,33
